#bestFitness averageFitness averageUsedGeneLength time invalids varFitness aveLength aveDerivationTreeDepth SlopeMutRate
38.22389248000002 1050.2852384529265 16.717391304347824 1166 32 3.7408749699574E7 200.0 4.271739130434782 0.0
38.22389248000002 480.80456798202465 13.12 673 0 28313.911715427806 200.0 3.875 0.0
13.038612480000037 397.6751978829189 12.69 251 0 20718.39578441621 200.0 3.9425 0.0
5.394772480000004 331.5390575003537 16.41 281 0 23876.357883835462 200.0 4.6175 0.0
4.411732479999995 281.99848368986574 19.21 229 0 30090.732198029586 200.0 5.165 0.0
4.411732479999995 294.26800807631497 23.51 242 0 208807.55187435338 200.0 5.92 0.01
4.411732479999995 262.8535854225736 28.48 309 0 118518.85432194732 200.0 6.575 0.01
4.411732479999995 262.58731571738457 28.54 278 0 208517.26444609568 200.0 6.6575 0.01
3.1644005006150664 208.27412120775082 30.12 225 0 93958.38591960278 200.0 6.9375 0.01
3.1644005006150664 226.32003381739278 29.41 206 0 416275.78327989014 200.0 7.0425 0.01
3.1644005006150664 539.1733187246365 32.03 258 0 1.4330631365555508E7 200.0 7.38 0.01
3.1644005006150664 143.21131426281346 35.56 315 0 61498.200747523966 200.0 8.07 0.01
3.1644005006150664 307.5068990485293 39.96 284 0 898368.3045899958 200.0 8.68 0.01
3.1644005006150664 194911.62381070276 41.37844611528822 273 1 1.4948152930520033E13 200.0 9.00501253132832 0.02
3.1644005006150664 744.6716647840568 44.49 238 0 1.8042706676813588E7 200.0 9.4075 0.03
3.1644005006150664 395.44876823922533 45.09 245 0 4167199.769949385 200.0 9.785 0.04
3.1644005006150664 756.5187961433882 45.92982456140351 263 1 2.6788230802743908E7 200.0 9.93483709273183 0.05
2.314325066314634 331.272108965695 48.55 134 0 3104410.3968088985 200.0 10.4175 0.060000000000000005
2.314325066314634 239.5327556052776 50.9 132 0 449023.1666023012 200.0 10.645 0.01
2.314325066314634 743.2368370830949 52.9 177 0 7.410640440519512E7 200.0 10.9425 0.01
2.314325066314634 13341.871784584733 50.65989847715736 143 6 5.994879043228866E10 200.0 10.82994923857868 0.01
2.314325066314634 1399.1826765936055 53.21 191 0 3.3113703944622594E8 200.0 11.22 0.01
0.664471605052642 165.9577499926562 54.0 209 0 145071.40719037913 200.0 11.1825 0.02
0.664471605052642 2167.3411810874786 55.98481012658228 139 5 8.01864652407599E8 200.0 11.546835443037974 0.01
0.664471605052642 286.9578312086977 56.5929648241206 116 2 2265969.870089457 200.0 11.655778894472363 0.01
0.664471605052642 198.47518561734577 51.94 214 0 1360750.0891471154 200.0 10.995 0.01
0.664471605052642 2369.6238659598866 53.62626262626262 151 4 4.7704849738629735E8 200.0 11.232323232323232 0.01
0.664471605052642 101.78523118030873 51.43 128 0 65548.15498215408 200.0 11.125 0.02
0.664471605052642 76.43991553659778 52.72 151 0 22726.725502298432 200.0 11.365 0.03
0.664471605052642 163.26615391056964 56.44 189 0 400799.2830069544 200.0 11.955 0.04
0.664471605052642 7643.162847233433 56.34 108 0 1.6326053689468008E10 200.0 11.9225 0.05
0.664471605052642 160493.58883348916 53.89769820971867 125 9 9.91205877734708E12 200.0 11.836317135549873 0.060000000000000005
0.664471605052642 728.6275912843627 54.04 113 0 5.5094937091675885E7 200.0 11.9375 0.07
0.664471605052642 146.1373683884875 52.2 109 0 111534.6115581366 200.0 11.8125 0.08
0.664471605052642 327.32111756173424 52.476190476190474 118 1 6022737.819084442 200.0 11.69423558897243 0.09
0.664471605052642 128.57874241366122 49.2 114 0 47775.41231811919 200.0 11.12 0.09999999999999999
0.664471605052642 120.47406548222897 45.62 115 0 55544.60673583601 200.0 10.405 0.10999999999999999
0.664471605052642 116.0589862835652 45.46 101 0 56514.966291318975 200.0 10.4325 0.11999999999999998
0.664471605052642 181.00661659883863 45.16 88 0 293447.16598809825 200.0 10.395 0.12999999999999998
0.664471605052642 134.02996990378125 39.95 140 0 87790.51663959987 200.0 9.5625 0.13999999999999999
0.664471605052642 76.03937473827294 39.0 126 0 20531.972005836225 200.0 9.35 0.15
0.664471605052642 89.60262020033022 40.51 77 0 37952.46016592407 200.0 9.475 0.16
0.664471605052642 165.03837822156456 41.86 68 0 477839.8829637604 200.0 9.875 0.17
0.664471605052642 88.81692225515846 41.76 70 0 31342.73871664011 200.0 9.905 0.18000000000000002
0.664471605052642 81.26249930237081 39.58 60 0 32055.45250310241 200.0 9.55 0.19000000000000003
0.664471605052642 135.67925121223323 38.97 54 0 338103.05090070015 200.0 9.46 0.20000000000000004
0.664471605052642 309.34239734371664 39.64 48 0 4672377.720544297 200.0 9.505 0.21000000000000005
0.664471605052642 90.64939444062412 36.89 58 0 41815.338512532704 200.0 8.92 0.22000000000000006
0.664471605052642 91.15220017632015 37.45 51 0 48654.463438027626 200.0 8.965 0.23000000000000007
0.664471605052642 72.50525015089912 37.75 55 0 25752.931784859094 200.0 9.1025 0.24000000000000007
0.664471605052642 84.45803164419468 35.65 68 0 52501.35089037058 200.0 8.7925 0.25000000000000006
0.664471605052642 83.98602172445062 38.75 68 0 35366.88560686634 200.0 9.1625 0.26000000000000006
0.664471605052642 191.9153915119917 37.78 46 0 1192490.2425488331 200.0 8.8975 0.2700000000000001
0.6644716050526416 64.54736860057722 35.39 41 0 21231.932544081406 200.0 8.515 0.2800000000000001
0.6644716050526416 76.53331431445243 36.47 57 0 35121.34246849564 200.0 8.5725 0.01
0.6644716050526416 80.13117637253336 38.06 54 0 37856.86188716397 200.0 8.895 0.01
0.6644716050526416 132.36494789765612 39.76 48 0 228997.47085920573 200.0 9.12 0.01
0.6644716050526416 65.93447017939347 38.09 53 0 22013.197122674435 200.0 8.8175 0.01
0.6644716050526416 94.63353970700426 38.2 48 0 53406.78179267652 200.0 8.98 0.02
0.6644716050526416 147.75863891305443 40.32 81 0 273141.98538419383 200.0 9.3925 0.03
0.6644716050526416 151.243432437828 41.52 70 0 239591.49982231605 200.0 9.35 0.04
0.6644716050526416 130.2768657086731 37.77 46 0 271574.21578772395 200.0 8.8375 0.05
0.6644716050526416 269.64800299202483 38.5 52 0 1716878.6458934182 200.0 8.965 0.060000000000000005
0.6644716050526416 92.3480692377718 37.91 53 0 44115.41478368471 200.0 8.895 0.07
0.6644716050526416 104.14500795450653 37.81 69 0 89174.74834950965 200.0 8.8525 0.08
0.6644716050526416 61.02126405294922 38.51 68 0 18806.440134639066 200.0 8.8975 0.09
0.5447331952035617 135.66669736492082 36.98 55 0 355458.8976868372 200.0 8.6725 0.09999999999999999
0.5447331952035617 67.74470762522157 37.73 54 0 28779.50236248039 200.0 8.8025 0.01
0.5447331952035617 95.42233306928942 40.13 129 0 145998.95112267186 200.0 9.2025 0.01
0.5447331952035617 63.395371208833765 40.1 60 0 19916.40328700117 200.0 9.1875 0.01
0.5447331952035617 951.5671905942744 41.95 67 0 1.3847923240698507E8 200.0 9.29 0.01
3.993608332681372E-30 55.54828220712547 39.27 52 0 14962.915563438892 200.0 8.8225 0.02
3.993608332681372E-30 77.03697508641307 39.06 76 0 25382.0466429043 200.0 8.74 0.01
3.993608332681372E-30 79.70455958246717 41.3 59 0 39933.65404389283 200.0 9.04 0.01
3.993608332681372E-30 80.89187618848615 40.95 73 0 28997.65849077983 200.0 8.9225 0.01
3.993608332681372E-30 77.26870615177688 37.45 70 0 85355.04803369747 200.0 8.265 0.01
3.993608332681372E-30 60.15461901251447 32.04 56 0 22718.80516369987 200.0 7.59 0.02
3.993608332681372E-30 21.036971547056083 28.01 87 0 3517.4593629783876 200.0 7.235 0.03
3.993608332681372E-30 14.268204428965161 27.4 38 0 1460.4204933934777 200.0 7.3075 0.04
3.993608332681372E-30 17.02005222308686 28.21 40 0 2911.557578261659 200.0 7.615 0.05
3.993608332681372E-30 15.312472038537576 27.44 61 0 2466.0292944186176 200.0 7.8075 0.060000000000000005
3.944304526105059E-30 9.995748289275488 26.45 28 0 1147.6475321445498 200.0 7.8225 0.07
3.944304526105059E-30 15.413372802609322 30.28 156 0 2566.87064473884 200.0 8.18 0.01
3.944304526105059E-30 24.567932959181462 29.34 31 0 6965.053698542632 200.0 8.0425 0.01
3.944304526105059E-30 13.316725312302259 30.65 66 0 1817.9414021476834 200.0 8.155 0.01
3.944304526105059E-30 23.157060791962298 31.65 66 0 5213.041709007123 200.0 8.205 0.01
3.944304526105059E-30 19.852358128512194 30.42 120 0 2756.2655659593706 200.0 8.065 0.02
