#bestFitness averageFitness averageUsedGeneLength time invalids varFitness aveLength aveDerivationTreeDepth SlopeMutRate
25.71690928254967 5908.893211730633 14.490463215258856 1128 33 5.480158729910548E9 200.0 3.9400544959128063 0.0
25.71690928254967 447.3487283919728 9.53 418 0 18000.740824355198 200.0 3.44 0.0
25.71690928254967 388.32577640340503 12.7 215 0 25518.51366306213 200.0 3.9475 0.0
20.104852480000005 312.5277671823015 15.14 166 0 24255.100114257308 200.0 4.49 0.0
6.975039146666671 247.101855597828 18.48 166 0 25442.40075949625 200.0 4.985 0.0
6.975039146666671 228.00208466961342 22.55 180 0 54433.71449087573 200.0 5.53 0.01
6.975039146666671 179.41790809668916 22.96 178 0 31418.619699570532 200.0 5.5875 0.01
6.975039146666671 181.2608054466805 26.37 195 0 73843.17486947826 200.0 6.005 0.01
6.975039146666671 237.3106878427951 29.09 143 0 415811.38051522727 200.0 6.3825 0.01
6.1571199999999875 231.95349665406246 29.81 202 0 207112.02479041833 200.0 6.32 0.02
6.1571199999999875 141.88287037286403 30.72 127 0 47323.206518584404 200.0 6.57 0.01
6.1571199999999875 232.77785278164512 30.52 198 0 330319.1634841406 200.0 6.6175 0.01
6.1571199999999875 193.66978354849536 30.79 200 0 117746.10012223033 200.0 6.65 0.01
6.1571199999999875 216.36311619793278 32.37 146 0 341162.67866909713 200.0 6.83 0.01
6.1571199999999875 164.5760248944386 32.86 143 0 68086.19225879628 200.0 6.955 0.02
6.1571199999999875 190.22111427283536 34.3 129 0 96027.43559648654 200.0 7.1 0.03
1.0642554888350622 185.54224014897133 36.11 166 0 126340.86248791945 200.0 7.5575 0.04
1.0642554888350622 351.08063756102075 39.35 184 0 1127862.4723334224 200.0 8.005 0.01
1.0642554888350622 238.17240085944368 40.68 249 0 234245.04861788705 200.0 8.1775 0.01
1.0642554888350622 173.5635595906247 40.7 170 0 67808.5446923175 200.0 8.3275 0.01
1.0642554888350622 227.81134773573748 42.04 146 0 193535.91047689095 200.0 8.4625 0.01
1.0642554888350622 245.28757476501752 42.75 150 0 195926.01954582505 200.0 8.5675 0.02
1.0642554888350622 200.52879289074247 41.09 152 0 123690.56421532249 200.0 8.43 0.03
1.0642554888350622 303.92962623233774 40.21 129 0 475670.6326441167 200.0 8.33 0.04
1.0642554888350622 228.34365118183683 39.75 152 0 130062.23496701967 200.0 8.115 0.05
1.0642554888350622 216.96937769199215 40.34 172 0 144009.36648963817 200.0 8.2075 0.060000000000000005
1.0642554888350622 197.09428215228317 40.94 227 0 139580.5171651655 200.0 8.2525 0.07
1.0642554888350622 202.73165678836168 42.05 139 0 149232.85207442197 200.0 8.2925 0.08
1.0642554888350622 173.96078876059767 42.94 94 0 90416.16153286418 200.0 8.2475 0.09
1.0642554888350622 179.77783955573727 41.7 59 0 100547.16329812157 200.0 8.1525 0.09999999999999999
1.0642554888350622 200.82900943497737 41.69 64 0 108019.45648482948 200.0 8.0275 0.10999999999999999
1.0642554888350622 167.0261878004694 40.64 69 0 94909.00577725776 200.0 7.8875 0.11999999999999998
1.0642554888350622 175.14840951756634 38.65 75 0 112332.47603264211 200.0 7.6875 0.12999999999999998
1.0642554888350622 164.9709688650359 39.05 160 0 79401.47182700784 200.0 7.79 0.13999999999999999
1.0642554888350622 152.9962586374146 40.02 60 0 65559.51532153174 200.0 7.8275 0.15
1.0642554888350622 192.67773859756505 42.4 92 0 136444.15204523478 200.0 8.005 0.16
1.0642554888350622 164.9215202880411 42.21 66 0 84405.49108145911 200.0 7.9775 0.17
1.0642554888350622 174.3781140425963 44.49 71 0 82989.72066575785 200.0 8.2575 0.18000000000000002
1.0642554888350622 259.5164030134826 45.78 66 0 435216.7806570491 200.0 8.345 0.19000000000000003
1.0642554888350622 209.0225179966466 45.48 72 0 99923.83265041414 200.0 8.36 0.20000000000000004
1.0642554888350622 210.43675607675598 45.55 102 0 129359.7119200024 200.0 8.295 0.21000000000000005
1.0642554888350622 236.01477788728897 46.34 176 0 181769.99727422386 200.0 8.3525 0.22000000000000006
1.0642554888350622 195.7387454055903 45.7 109 0 97060.29051276547 200.0 8.225 0.23000000000000007
1.0642554888350622 202.82309770452207 45.26 81 0 103463.7041347168 200.0 8.2675 0.24000000000000007
1.0642554888350622 216.78676952652583 43.54 84 0 135394.83429495496 200.0 8.1875 0.25000000000000006
1.0642554888350622 172.90678926041866 43.49 115 0 74947.40093421942 200.0 8.17 0.26000000000000006
1.0642554888350622 178.74887428050974 43.74 82 0 80744.0269527805 200.0 8.1725 0.2700000000000001
1.0642554888350622 219.92339693888698 43.24 52 0 165024.89981649927 200.0 8.155 0.2800000000000001
1.0642554888350622 166.97894030351637 43.89 70 0 87502.99276170727 200.0 8.2375 0.2900000000000001
1.0642554888350622 198.73602078038502 42.94 51 0 110856.72704630245 200.0 8.15 0.3000000000000001
1.0642554888350622 256.8521713299054 43.59 67 0 203414.67432248176 200.0 8.1675 0.3100000000000001
1.0642554888350622 167.99610905959096 42.8 78 0 78610.57322556118 200.0 8.07 0.3200000000000001
1.06425548883506 160.37082093220423 42.06 52 0 76748.24646808962 200.0 8.04 0.3300000000000001
1.06425548883506 168.1043242991691 41.81 57 0 73656.65347503147 200.0 8.055 0.01
1.06425548883506 170.42087029622067 42.82 61 0 69342.16675998962 200.0 8.1075 0.01
1.06425548883506 180.1675549000335 42.62 58 0 95489.06659830743 200.0 8.0475 0.01
1.06425548883506 222.55185048706346 42.9 50 0 176938.8727197674 200.0 8.0525 0.01
1.06425548883506 180.35756929793047 42.01 64 0 76692.75529183126 200.0 7.9075 0.02
1.06425548883506 226.80927343295338 43.66 53 0 356895.0294212436 200.0 8.085 0.03
1.06425548883506 159.69286978299613 41.07 52 0 74269.03447145219 200.0 7.8925 0.04
1.06425548883506 169.455632243822 42.19 62 0 99602.21338121548 200.0 7.985 0.05
