#bestFitness averageFitness averageUsedGeneLength time invalids varFitness aveLength aveDerivationTreeDepth SlopeMutRate
10.758292480000001 2277.5026786539775 16.247311827956988 453 28 5.404676995562505E8 200.0 4.258064516129032 0.0
10.758292480000001 471.46088125349894 13.23 290 0 24179.523643175835 200.0 3.78 0.0
10.758292480000001 410.53835514314045 16.17 82 0 22627.59025002312 200.0 4.2775 0.0
10.758292480000001 428.018877695901 21.88 95 0 439978.3688665959 200.0 5.1675 0.0
10.758292480000001 299.5430817334375 20.81 62 0 29891.776001122227 200.0 5.3325 0.0
10.758292480000001 340.0117657021436 23.13 77 0 596693.3020025862 200.0 5.815 0.01
4.292692479999993 181.73712684251538 19.52 76 0 38421.285972946884 200.0 5.5375 0.02
4.292692479999993 192.33700376851036 19.16 61 0 440613.7638953116 200.0 5.5825 0.01
4.292692479999993 52.17990753214492 15.76 47 0 11572.829469900504 200.0 5.2325 0.01
4.292692479999993 69.84403265698027 16.74 52 0 61447.38303385501 200.0 5.3325 0.01
3.874132480000008 74.92655849160596 17.37 52 0 48606.050461394814 200.0 5.5125 0.01
3.874132480000008 70.14955963754994 19.16 71 0 30599.379365640594 200.0 5.825 0.01
3.874132480000008 80.64673349693118 19.45 48 0 65069.98353243109 200.0 6.0475 0.01
3.874132480000008 70.33841871016664 21.49 48 0 29939.475220625558 200.0 6.5075 0.01
3.874132480000008 123.56139786781824 22.29 55 0 93665.66473555804 200.0 6.7 0.01
2.907339594256144 2845.272518058026 28.727272727272727 72 4 1.3121379646462395E9 200.0 7.5732323232323235 0.02
2.907339594256144 1273.2958524357387 28.646616541353385 98 1 4.829780842856292E8 200.0 7.7593984962406015 0.01
2.907339594256144 189.5125768853287 30.33 46 0 778108.0080247108 200.0 8.2125 0.01
2.907339594256144 2387.851719567186 30.544080604534006 42 3 1.6364927354498184E9 200.0 8.244332493702771 0.01
2.907339594256144 143.99270249879868 31.27 54 0 84147.11067357422 200.0 8.35 0.01
2.907339594256144 160.68688461687634 32.62 66 0 175015.20294440773 200.0 8.705 0.02
2.907339594256144 739.1883212378331 34.96482412060301 78 2 6.485036712816516E7 200.0 8.977386934673367 0.03
0.742932480000001 3921.9388389018936 35.370843989769824 90 9 2.7625115390030036E9 200.0 9.066496163682864 0.04
0.742932480000001 311.73261428033373 39.02 78 0 3479068.5942371693 200.0 9.785 0.01
0.742932480000001 425.8671246964348 42.81841432225064 70 9 9545197.494982326 200.0 10.191815856777493 0.01
0.742932480000001 9864.79161975861 43.8117048346056 63 7 2.565058333025296E10 200.0 10.338422391857506 0.01
0.742932480000001 1847.270601735932 45.8676844783715 85 7 3.9383583774886936E8 200.0 10.506361323155216 0.01
0.742932480000001 563.2075970624866 45.45728643216081 64 2 4.245357773349786E7 200.0 10.728643216080402 0.02
0.742932480000001 810.6106455866988 44.547314578005114 98 9 1.542531368295239E8 200.0 10.698209718670077 0.03
