#bestFitness averageFitness averageUsedGeneLength time invalids varFitness aveLength aveDerivationTreeDepth SlopeMutRate
39.16117248000005 2363.041021725742 16.032967032967033 1192 36 7.758612563326322E8 200.0 4.134615384615385 0.0
39.16117248000005 453.49467174081985 10.48 526 0 23242.191025197768 200.0 3.5925 0.0
5.776212479999999 377.55119845453834 14.36 181 0 25155.849917647727 200.0 4.2575 0.0
5.776212479999999 334.3635937559764 18.44 203 0 41517.56437700015 200.0 4.9025 0.0
5.776212479999999 361.75035170084686 21.11 263 0 1526303.159930079 200.0 5.4825 0.0
5.776212479999999 208.63666840055927 20.91 182 0 27388.602086388935 200.0 5.505 0.01
5.776212479999999 190.04608947024246 24.26 203 0 92533.00418740103 200.0 5.985 0.01
4.411732479999995 188.3552933652946 26.2 228 0 159194.26159719483 200.0 6.16 0.02
4.411732479999995 100.39528028294933 22.95 122 0 15928.217161007677 200.0 5.73 0.01
4.411732479999995 96.5967957300191 23.37 141 0 20638.52622472856 200.0 5.8675 0.01
4.411732479999995 148.35930725299 27.08 128 0 105050.74417472283 200.0 6.33 0.01
4.411732479999995 984.5955542701599 29.61 226 0 1.2724478190419532E8 200.0 6.545 0.01
4.411732479999995 293.6886559841654 29.27 108 0 1363597.1538341113 200.0 6.58 0.02
4.411732479999995 115.1577552843525 25.43 164 0 32736.28831100471 200.0 6.2025 0.03
4.411732479999995 121.76000642696468 25.86 150 0 51733.88053754774 200.0 6.2375 0.04
4.411732479999995 73.11771017690492 24.7 118 0 16765.834795944847 200.0 6.0075 0.05
4.411732479999995 73.52633609675533 24.86 73 0 19861.89157472637 200.0 6.0075 0.060000000000000005
4.411732479999995 72.51358939991789 25.68 93 0 18126.062456030697 200.0 6.075 0.07
4.411732479999995 49.73248169739879 25.72 61 0 12901.914995830808 200.0 6.0975 0.08
4.411732479999995 38.22295124714651 27.09 140 0 9020.449703945407 200.0 6.18 0.09
4.411732479999995 56.37572530074718 26.79 132 0 15839.924449177473 200.0 6.175 0.09999999999999999
4.411732479999995 27.81922282137649 27.08 88 0 4369.780773452707 200.0 6.275 0.10999999999999999
4.292692479999993 45.99737914122364 26.32 70 0 14318.130394918488 200.0 6.1425 0.11999999999999998
4.292692479999993 47.003705472855344 26.96 73 0 10931.2039187458 200.0 6.25 0.01
4.292692479999993 46.38411492072198 27.91 96 0 11640.861387988441 200.0 6.35 0.01
4.292692479999993 43.32420183332212 28.3 75 0 11269.096899276117 200.0 6.4275 0.01
4.292692479999993 44.9797892835182 27.17 46 0 11194.851258721907 200.0 6.2375 0.01
4.292692479999993 51.69050113534811 27.57 58 0 12232.10602098414 200.0 6.3575 0.02
