#bestFitness averageFitness averageUsedGeneLength time invalids varFitness aveLength aveDerivationTreeDepth SlopeMutRate
34.90421248000004 692.2685318662388 12.571428571428571 971 22 1786708.2874897362 200.0 3.8518518518518516 0.0
34.90421248000004 449.2752622635463 7.22 502 0 17507.817672195575 200.0 3.0925 0.0
15.389332480000029 378.5727004425495 7.84 130 0 20355.010668316834 200.0 3.28 0.0
12.532372479999985 303.3948715569394 9.84 139 0 22015.263523058933 200.0 3.69 0.0
12.53237247999998 229.20060560880538 13.01 211 0 20241.57955642104 200.0 4.2625 0.0
11.761492479999982 158.34093023060723 13.32 161 0 14415.97801369447 200.0 4.4625 0.01
5.39477248000001 100.91120169587418 14.73 151 0 7977.776174848824 200.0 4.72 0.01
5.39477248000001 72.65672068902965 16.55 97 0 7156.35994123453 200.0 5.0625 0.01
5.39477248000001 89.73122001798654 16.62 117 0 24364.715459399456 200.0 5.0925 0.01
5.39477248000001 66.19170831296935 16.81 97 0 12769.418379349687 200.0 5.11 0.01
5.39477248000001 44.68790210079792 16.22 95 0 7735.585017504785 200.0 5.0325 0.01
5.39477248000001 43.146641838839315 16.88 184 0 7333.781585520544 200.0 5.0775 0.02
5.39477248000001 28.424017927206087 16.54 87 0 3254.472048119289 200.0 5.0375 0.03
5.39477248000001 31.162550736367315 16.39 70 0 4685.983117752697 200.0 5.02 0.04
5.39477248000001 20.980446423811223 16.18 106 0 1718.0780322802543 200.0 5.01 0.05
5.39477248000001 27.846997899011217 16.22 58 0 3357.184056810032 200.0 5.01 0.060000000000000005
5.39477248000001 22.765966369597944 16.1 73 0 2114.5525191531215 200.0 5.01 0.07
5.39477248000001 24.0897103873639 16.56 55 0 2624.4638040661007 200.0 5.08 0.08
5.39477248000001 30.5082081278372 16.35 61 0 3857.590232264496 200.0 5.0325 0.09
5.39477248000001 25.521621505404237 16.1 63 0 2615.5515605689598 200.0 5.0175 0.09999999999999999
5.39477248000001 22.448355173248572 16.14 70 0 2414.7472841115255 200.0 5.0175 0.10999999999999999
5.39477248000001 21.660304883831667 16.05 57 0 1992.5116611209096 200.0 5.0025 0.11999999999999998
5.39477248000001 28.650997473435105 16.19 68 0 5113.947781509347 200.0 5.01 0.12999999999999998
5.39477248000001 24.35762967824347 16.08 47 0 2804.1438545689375 200.0 5.015 0.13999999999999999
5.39477248000001 21.9387815039604 16.15 103 0 2256.947308415921 200.0 5.0275 0.15
5.39477248000001 22.45143238454807 16.07 51 0 2009.043537177103 200.0 5.0125 0.16
5.39477248000001 20.347106952620173 15.76 50 0 1555.9962090552622 200.0 5.0075 0.17
5.39477248000001 30.082477551069665 15.93 73 0 4086.20126370435 200.0 5.0275 0.18000000000000002
5.39477248000001 20.997568665494256 15.66 55 0 2192.870378203985 200.0 5.0125 0.19000000000000003
5.39477248000001 20.470680718657274 15.7 45 0 2387.751374635867 200.0 5.0325 0.20000000000000004
5.394772480000003 23.490408035818078 15.52 64 0 2330.9719217029046 200.0 5.005 0.21000000000000005
5.394772480000003 32.970883204541934 15.45 89 0 3630.398451495496 200.0 5.0325 0.01
5.394772480000003 23.286739596694257 15.3 46 0 2364.620106770189 200.0 5.015 0.01
5.394772480000003 32.33647599250584 15.45 40 0 4900.831765225213 200.0 5.0225 0.01
5.394772480000003 20.598335948800027 15.74 39 0 1866.5627491608525 200.0 5.05 0.01
5.394772480000003 22.165864725124667 17.0 26 0 2284.8288544284947 200.0 5.175 0.02
5.394772480000003 25.583277180787665 17.84 67 0 2548.93829865959 200.0 5.2425 0.03
5.394772480000003 31.923524941510337 17.86 42 0 5528.563983924208 200.0 5.2325 0.04
5.394772480000003 31.181606608428666 18.78 33 0 4321.547946255291 200.0 5.3225 0.05
5.394772480000003 37.41669412842461 19.87 33 0 7827.145253043177 200.0 5.43 0.060000000000000005
5.394772480000003 43.29485875518698 20.6 51 0 9771.20682930661 200.0 5.4925 0.07
5.394772480000003 28.432363365454545 22.42 60 0 2504.1060967048775 200.0 5.65 0.08
